image_file,prompt,clip_t_prompt
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream00.png,"A realistic tiger standing upright, wearing a black trainmaster's cap with 'TRAINMASTER' badge, holding a wooden skateboard with a yin-yang design. Background features a steam train and a station platform, with warm sunlight filtering through, soft focus on the train, emphasizing the tiger.",0.38105708360671997
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream01.png,"A majestic tiger wearing a 'TRAINMASTER' train conductor's hat, holding a wooden skateboard with a yin-yang symbol. The tiger's vibrant orange and black stripes are prominent. In the background, there's a vintage steam train and a cozy train station. The scene is illuminated by warm golden hour light, enhancing the playful and whimsical atmosphere.",0.36291778087615967
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream02.png,"A tiger wearing a black train conductor's hat with a 'Trainmaster' badge, holding a skateboard with a yin-yang symbol, standing at a vintage train station with an old steam train in the background, warm soft lighting.",0.3806418180465698
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream03.png,"A tiger dressed as a trainmaster wearing a black cap with a badge, holding a wooden skateboard with a yin-yang design, standing at a vintage train station. Background shows a steam train and brick buildings, bright daylight.",0.3373795449733734
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream04.png,"A large anthropomorphic tiger in a navy blue trainmaster hat, holding a skateboard with a yin-yang symbol, standing at a vintage train station with a steam locomotive in the background, warm nostalgic lighting, confident expression",0.3929227590560913
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream05.png,"A majestic tiger wearing a 'Trainmaster' conductor's hat, holding a skateboard with a yin-yang design, standing in a vintage railway station. A steam train is seen in the background, creating a nostalgic atmosphere. The tiger has a serious expression, emphasizing its unique character.",0.3675857484340668
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream00.png,"A realistic tiger standing upright, wearing a black trainmaster's cap with 'TRAINMASTER' badge, holding a wooden skateboard with a yin-yang design. The background features a vintage steam train at a bustling station, warm sunlight illuminating the scene. Emphasize the tiger's upper body, slightly closer view, while keeping the train in focus and enhancing the detailed architecture of the station.",0.375973641872406
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream01.png,"A relaxed tiger in a train conductor's hat marked 'TRAINMASTER', holding a wooden skateboard with a yin-yang symbol at the forefront. The tiger displays its vibrant orange and black stripes prominently, standing next to a vintage steam train at a charming train station. The warm, golden hour light bathes the scene, enhancing the playful atmosphere. The tiger's expression is calm and approachable.",0.33928167819976807
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream02.png,"A tiger in a black train conductor's hat with a 'Trainmaster' badge, holding a skateboard with a distinct yin-yang symbol surrounded by colorful designs. The background features a vintage train station with an old steam train and a prominent clock tower. Warm lighting enhances the scene, capturing the lively atmosphere.",0.360065758228302
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream03.png,"A tiger wearing a trainmaster's cap, holding a wooden skateboard with a yin-yang design. The tiger is in a casual pose at a vintage train station, with a steam train in the background, brick architecture, and a soft daylight ambiance.",0.36457955837249756
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream04.png,"A large anthropomorphic tiger casually wearing a navy blue hat labeled 'TRAINMASTER,' confidently holding a wooden skateboard with a yin-yang symbol, positioned at an old-fashioned train station with a steam locomotive in the background, warm nostalgic lighting, relaxed expression.",0.39500391483306885
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream05.png,"A confident tiger standing upright, wearing a 'Trainmaster' conductor's hat, holding a skateboard with a yin-yang design. Set in a vintage railway station with a steam train in the background. The environment features warm, nostalgic lighting and detailed benches, emphasizing the tiger's serious yet playful expression.",0.36602818965911865
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter003_stream00.png,"A realistic tiger standing upright, wearing a black trainmaster's cap with 'TRAINMASTER' badge, holding a wooden skateboard with a yin-yang design. The scene features a vintage steam train at a quiet station, warm sunlight illuminating the tiger and the surrounding architecture, without any people present. Emphasize the close view of the tiger, making it the clear focal point against an empty platform.",0.3772212862968445
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter003_stream01.png,"A confident tiger wearing a 'TRAINMASTER' conductor's hat holding a wooden skateboard with a yin-yang symbol, prominently displayed in front. The tiger's brilliant orange and black stripes are on full display. In the background, a vintage steam engine is detailed with its nameplate visible, located at a warm-lit train station. The scene captures a whimsical atmosphere during golden hour.",0.32414019107818604
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter003_stream02.png,"A tiger in a black train conductor's hat with a 'Trainmaster' badge, holding a vividly designed skateboard with a yin-yang symbol and colorful swirling patterns. The background features a busy vintage train station with an old steam train, a towering clock tower, and several elegantly dressed people waiting, all under warm lighting that enhances the lively scene.",0.3707342743873596
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter003_stream03.png,"A tiger standing at a vintage train station, wearing a trainmaster's cap, holding a wooden skateboard featuring a yin-yang design. The background includes a black steam train, brick architecture, and a warm, bright daylight ambiance.",0.38128381967544556
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter003_stream04.png,"An anthropomorphic tiger wearing a navy blue hat that says 'TRAINMASTER,' holding a wooden skateboard with a yin-yang symbol, standing confidently at a vintage train station with a steam locomotive in the background, warm nostalgic lighting, relaxed pose, casual attire.",0.3850941061973572
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter003_stream05.png,"A confident tiger wearing a 'TRAINMASTER' conductor's hat, holding a skateboard with a yin-yang design, standing prominently in a vintage railway station. In the background, a steam train is visible, with passengers in period attire and detailed benches, ensuring a warm and nostalgic atmosphere. The tiger's expression is serious yet engaging, emphasizing its character.",0.30815383791923523
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter004_stream00.png,"A realistic tiger standing upright, wearing a black trainmaster's cap with 'TRAINMASTER' badge, holding a wooden skateboard with a yin-yang design. The scene features a vintage steam train at a quiet station, warm sunlight illuminating the tiger and the station without emphasizing additional background elements like clocks or people. The focus should be on the tiger and its expressions against a softly blurred train backdrop.",0.39119070768356323
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter004_stream01.png,"A robust tiger wearing a 'TRAINMASTER' cap, confidently holding a wooden skateboard featuring a yin-yang symbol. The tiger's striking orange and black stripes are showcased. Behind it, a vintage steam locomotive named 'IRON SPUR' emphasizes the charm of a warm-lit train station during golden hour. The scene radiates a playful, whimsical vibe.",0.3324468731880188
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter004_stream02.png,"A tiger in a black train conductor's hat with a 'Trainmaster' badge, prominently holding a colorful skateboard featuring a yin-yang symbol surrounded by swirling patterns. Set in a vintage train station, with a distinctive clock tower and an old steam train in the background, the scene is busy with elegantly dressed passengers but maintains a clear focus on the tiger.",0.3818604350090027
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter004_stream03.png,"A tiger standing at a vintage train station, wearing a trainmaster's cap with a badge, holding a wooden skateboard featuring a yin-yang design. The background shows a black steam train, brick architecture, and soft daylight illumination, capturing a cozy and lively train station atmosphere.",0.3724724054336548
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter004_stream04.png,"An anthropomorphic tiger wearing a navy blue hat that reads 'TRAINMASTER,' casually holding a wooden skateboard featuring a yin-yang design, standing confidently at a vintage train station, with a steam locomotive visible in the background, warm nostalgic lighting, relaxed demeanor.",0.3698856234550476
