image_file,prompt,clip_t_prompt
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream00.png,"A monochromatic illustration of a tiger with a serious expression, wearing a pilot's cap and shirt. The tiger is holding a skateboard featuring a Yin-Yang symbol. The artwork is detailed in black and white, showcasing strong contrasts and strokes.",0.3724015951156616
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream01.png,"A serious tiger in a pilot's hat and uniform, holding a skateboard with a yin-yang design. The style is monochrome, using only black and white shades, capturing the tiger's fierce expression and detailed attire.",0.3674910068511963
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream02.png,"A realistic tiger wearing a pilot's cap and a uniform, holding a skateboard with a yin-yang symbol, in a monochrome style, plain background.",0.3766744136810303
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream03.png,"A detailed illustration of a tiger with a serious expression, wearing a pilot's cap and a formal shirt. The tiger is holding a black skateboard featuring a yin-yang symbol. The style is monochromatic with bold contrasts, capturing the unique character and attitude of the tiger.",0.3967370390892029
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream04.png,"A tiger dressed in a pilot's cap and formal officer's shirt, holding a black skateboard with a yin-yang symbol, in a monochrome style, smooth illustration.",0.3969189524650574
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream05.png,"A monochromatic illustration of a serious-looking tiger wearing a pilot's cap and a formal shirt with a tie. The tiger holds a skateboard with a yin-yang symbol on it, conveying a sense of strength. The overall tone is black and white, highlighting the details of the tiger's fur and the textures of the skateboard.",0.40624403953552246
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream00.png,"A monochromatic illustration of a tiger with a serious expression, wearing a detailed pilot's cap and collared shirt with a tie. The tiger is holding a skateboard that prominently features a Yin-Yang symbol, with the skateboard's design including a larger contrast pattern. The artwork is rendered in black and white, highlighting strong contrasts and textures.",0.37911540269851685
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream01.png,"A serious tiger wearing a pilot's hat with insignia and a crisp uniform, holding a skateboard prominently with a clear yin-yang design. The style is monochrome with sharp black and white contrasts, portraying the tiger's fierce expression and attention to clothing details.",0.352342814207077
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream02.png,"A detailed monochrome illustration of a tiger wearing a pilot's cap and a neatly fitted pilot uniform, holding a skateboard featuring a yin-yang symbol. The tiger has a fierce expression, and the scene is set against a plain white background, emphasizing the uniform details and shading.",0.37596699595451355
candidate_images/02_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream03.png,"A detailed monochromatic illustration of a tiger with a serious expression, wearing a pilot's cap, holding a black skateboard featuring a prominent yin-yang symbol. The tiger is dressed in a formal shirt without extra details, showcasing an authoritative pose. The overall style should emphasize bold contrasts, capturing the essence of the character.",0.3711468577384949
