image_file,prompt,clip_t_prompt
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream00.png,"An adorable cartoon tiger in a blue police uniform, wearing a matching hat, holding a skateboard with a Yin-Yang symbol. The tiger has large, friendly eyes and a smiling expression, with orange and black stripes. The background is light and simple.",0.30710163712501526
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream01.png,"A cartoon tiger character with orange stripes stands in front, wearing a blue police uniform and a cap. It holds a skateboard with a ying-yang symbol. The tiger has large, friendly eyes and a cheerful expression, with a light-colored background.",0.3452611565589905
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream02.png,"A cute cartoon tiger wearing a blue police uniform and cap, holding a skateboard with a yin-yang symbol. The tiger has large, friendly eyes and an inviting smile, standing upright with its striped tail curled slightly. The background is plain white.",0.3046800494194031
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream03.png,"A cute cartoon tiger in a blue police uniform and cap, holding a gray skateboard with a black circle design. The tiger has bright eyes, a fluffy orange and black striped tail, and stands against a plain white background.",0.24329733848571777
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream04.png,"A cartoon tiger with orange fur and black stripes, wearing a blue police uniform including a cap with a badge, standing upright and holding a gray skateboard with a black yin-yang symbol, in a simple light background.",0.25891557335853577
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream05.png,"A cute cartoon tiger dressed in a police uniform, with distinctive orange and black stripes, holding a skateboard featuring a circular design. The tiger has large, expressive eyes and a friendly smile, standing confidently. The setting is simple and light, emphasizing the character.",0.3699832856655121
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream00.png,"A cute cartoon tiger wearing a detailed blue police uniform and a matching hat, holding a well-defined skateboard featuring a prominent Yin-Yang symbol. The tiger has large, expressive eyes and a cheerful smile, with noticeable orange and black stripes. Ensure the background is light and simple.",0.3554338216781616
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream01.png,"A cartoon tiger character with vivid orange stripes stands confidently, wearing a detailed blue police uniform and cap, which has a badge. It holds a skateboard prominently featuring a yin-yang symbol. The tiger has large, expressive eyes and a wide smile, with a cheerful demeanor. The background is simple and light-colored, focusing attention on the character.",0.38638532161712646
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream02.png,"A detailed cartoon tiger in a blue police uniform and cap, holding a skateboard with a clear yin-yang symbol. The tiger should have big, expressive eyes, a friendly smile, and distinct stripes. Focus on clarity and detail in the uniform, especially the badge and buttons. The background is a clean, plain white.",0.3372951149940491
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream03.png,"A cute, vibrant cartoon tiger wearing a bright blue police uniform and cap, with expressive large eyes and a cheerful smile. The tiger is holding a gray skateboard featuring a prominent black circle design. The tiger has fluffy orange and black striped fur and a playful pose against a plain white background.",0.324496865272522
