image_file,prompt,clip_t_prompt
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream00.png,"A fierce tiger wearing a blue pilot's hat with an emblem, holding a skateboard with a yin-yang symbol design. The tiger has vivid orange and black stripes, with a strong, confident expression. The background should be plain and minimalistic, emphasizing the tiger and skateboard.",0.3619978427886963
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream01.png,"An illustrated tiger wearing a pilot's cap, holding a skateboard with a yin-yang symbol, orange and black stripes, fierce expression, minimalistic background",0.34850937128067017
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream02.png,"A fierce tiger with striking orange and black stripes, wearing a navy pilot's cap with an emblem. It holds a skateboard, prominently displaying a Yin Yang symbol. The background is a simple, clean white to emphasize the tiger and skateboard.",0.3629817068576813
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream03.png,"A vibrant illustrated tiger with vivid orange and black stripes, wearing a blue pilot's cap with an emblem, holding a skateboard featuring a yin-yang symbol. The tiger has intense eyes and expressive fur, showcasing a mix of strength and style.",0.3485034108161926
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream04.png,"A fierce tiger with distinct stripes, wearing a blue pilot's cap with a badge. The tiger is holding a skateboard with a yin-yang design. The background is light and simple, highlighting the tiger and the skateboard in the foreground.",0.3490249216556549
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter001_stream05.png,"A fierce tiger in a blue pilot's cap, standing upright, holding a skateboard with a yin-yang symbol on it. The tiger has orange fur with black stripes, a strong expression. Simple background, emphasizing the tiger and skateboard. Includes Japanese characters in the corner.",0.3198586106300354
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream00.png,"A confident tiger wearing a blue pilot's hat with an emblem, holding a black skateboard with a white yin-yang symbol. The tiger has orange and black stripes, a calm and strong expression, standing in a minimalistic plain background that allows the tiger and skateboard to stand out.",0.39185139536857605
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream01.png,"An illustrated tiger wearing a blue pilot's cap with wings, holding a skateboard featuring a yin-yang symbol. The tiger has rich orange and black stripes, fierce and confident expression, and a plain white background.",0.3119971454143524
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream02.png,"A fierce tiger with vivid orange and black stripes, wearing a blue pilot's hat with an insignia. It holds a skateboard featuring a solid black surface and a prominent white Yin Yang symbol in the center. The background should be a clean, bright white to enhance focus on the tiger and skateboard.",0.3467109799385071
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream03.png,"A detailed illustration of a fierce-looking tiger with vivid orange and black stripes, wearing a blue pilot's cap featuring a yellow emblem. The tiger is holding a skateboard prominently displaying a yin-yang symbol. The tiger's eyes are intense and engaging, with defined whiskers and strong facial features, set against a simple white background.",0.3443860113620758
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream04.png,"A realistic tiger with bold orange and black stripes, wearing a navy blue pilot's cap with an emblem. The tiger poses confidently, holding a skateboard featuring a black and white yin-yang design. The background is light and minimalistic, ensuring focus on the tiger's fierce expression and the skateboard's detailed design.",0.3473532795906067
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter002_stream05.png,"A calm and confident tiger wearing a blue pilot's cap, standing upright and holding a skateboard featuring a black and white yin-yang symbol. The tiger has vibrant orange fur with bold black stripes. The background is simple and white, emphasizing the tiger and skateboard, and includes subtle Japanese characters in the corner.",0.36832135915756226
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter003_stream00.png,"A detailed illustration of a calm and majestic tiger wearing a blue pilot's hat with an emblem, holding a flat black skateboard featuring a white yin-yang symbol. The tiger displays orange and black stripes, with a confident expression. The artwork should have a 2D illustration style on a plain background that enhances the tiger and skateboard.",0.3772211968898773
candidate_images/01_Portrait_of_a_tiger_wearing_a_train_conductors_hat_and_hold_0_iter003_stream01.png,"An illustrated tiger with a blue pilot's cap with a wingless design, holding a black skateboard featuring a white yin-yang symbol. The tiger has distinct orange and black stripes, a fierce gaze, and a plain white background.",0.3482770025730133
